start_x,start_y,end_x,end_y,traj_id,cluster_id
11644.335,3996.01,11642.892,3996.823,16,0.0
11641.112,3999.82,11640.715,3998.742,16,0.0
11641.163,3994.983,11643.03,3994.8,16,0.0
11644.935,3994.92,11644.476999999999,3993.99,16,0.0
11644.927,3993.363,11646.083,3993.098,16,0.0
11646.083,3993.098,11646.386999999999,3992.887,16,2612.0
11642.285,3996.783,11642.96,3996.6820000000002,16,2581.0
11643.53,3996.467,11644.268,3996.352,16,0.0
11643.413,3996.593,11641.168,3996.725,16,0.0
11641.171999999999,3996.26,11640.171999999999,3996.083,16,0.0
11640.171999999999,3996.083,11640.185,3998.63,16,0.0
11640.185,3998.63,11640.73,3998.698,16,2510.0
11643.41,3994.837,11642.873,3995.045,17,699.0
11642.873,3995.045,11644.093,3995.478,17,0.0
11646.075,3993.228,11645.597,3993.175,17,2562.0
11645.597,3993.175,11646.657,3993.212,17,0.0
11646.105,3992.212,11646.06,3992.877,17,1546.0
11646.06,3992.877,11645.492,3993.232,17,0.0
11645.492,3993.232,11646.09,3993.028,17,1202.0
11646.09,3993.028,11646.332,3992.18,17,0.0
11642.733,3993.513,11642.878999999999,3991.968,18,0.0
11643.026000000002,3990.164,11641.984,3993.248,18,0.0
11642.614,3993.969,11643.025,3993.288,18,0.0
11643.025,3993.288,11643.482,3990.553,18,0.0
11643.758,3990.643,11643.402,3991.429,18,0.0
11640.177,3995.252,11642.745,3993.98,18,0.0
11642.745,3993.98,11643.737,3989.658,18,0.0
11642.961000000001,3990.738,11642.823,3992.706,18,0.0
11640.136999999999,3999.087,11641.03,3999.026,18,0.0
11645.55,3990.2870000000003,11646.423,3990.764,18,0.0
11645.58,3991.408,11645.59,3993.553,18,0.0
11645.59,3993.553,11642.841999999999,3993.984,18,0.0
11642.218,3993.225,11642.969,3990.3,18,0.0
11643.735,3992.7190000000014,11643.024,3993.7490000000003,18,0.0
11642.511,3994.3190000000004,11642.37,3993.237,18,0.0
11647.174,3989.925,11646.962,3991.219,18,0.0
11646.962,3991.219,11645.576000000001,3991.973,18,0.0
11640.208,3998.722,11639.928999999998,3995.8820000000014,18,0.0
11639.928999999998,3995.8820000000014,11640.216999999999,3994.2270000000003,18,0.0
11645.383999999998,3992.1620000000003,11645.008999999998,3990.671,19,0.0
11641.886999999999,3994.784,11643.291,3995.811,19,0.0
11646.256000000001,3994.6540000000005,11642.832,3993.974,19,0.0
11642.832,3993.974,11642.829,3991.685,19,0.0
11642.829,3991.685,11642.747,3991.407,19,2483.0
11645.257,3990.7309999999998,11645.197,3991.767,19,0.0
11644.415,3993.92,11646.076000000001,3992.939000000001,19,0.0
11645.228,3992.15,11647.604,3991.409,19,0.0
11645.549,3993.2059999999997,11645.225,3992.137,19,0.0
11644.809,3991.309,11645.399,3991.4829999999997,19,2212.0
11644.996,3989.2259999999997,11645.701000000001,3988.432,19,0.0
11645.221000000001,3992.139,11645.559,3994.2300000000014,19,0.0
11642.786,3993.235,11642.883999999998,3991.136,19,0.0
11642.883999999998,3991.136,11641.832,3990.651,19,0.0
11645.523000000001,3988.058,11645.553999999998,3989.6740000000004,19,0.0
11644.205,3996.07,11643.274,3996.6140000000014,19,0.0
11644.348,3995.5009999999997,11645.567,3994.765,19,0.0
11643.815,3993.97,11644.698999999999,3993.236,19,0.0
11645.478000000001,3990.3920000000003,11645.851,3988.104000000001,2,0.0
11644.96,3988.8320000000003,11645.427,3988.317,2,0.0
11645.54,3988.07,11645.626,3990.52,2,0.0
11645.626,3990.52,11644.434,3991.649,2,0.0
11644.434,3991.649,11644.43,3993.0209999999997,2,0.0
11644.43,3993.0209999999997,11643.99,3992.429,2,0.0
11643.886,3995.0170000000003,11644.503,3995.841,2,0.0
11644.503,3995.841,11645.531,3994.81,2,0.0
11645.531,3994.81,11645.522,3992.895,2,0.0
11647.488000000001,3990.72,11645.191,3990.5240000000003,2,0.0
11645.286000000002,3990.672,11644.97,3989.2540000000004,2,0.0
11641.398000000001,3990.013,11642.931000000002,3989.543,2,0.0
11642.931000000002,3989.543,11642.633999999998,3989.217,2,2564.0
11645.525,3988.639000000001,11645.92,3990.698,2,0.0
11645.92,3990.698,11647.194,3990.7729999999997,2,0.0
11647.194,3990.7729999999997,11645.628,3990.7329999999997,2,0.0
11645.628,3990.7329999999997,11645.493,3988.665,2,0.0
11642.788999999999,3993.279,11641.963,3993.8709999999996,2,0.0
11641.963,3993.8709999999996,11643.271999999999,3994.208,2,0.0
11643.271999999999,3994.208,11644.416000000001,3993.572,2,0.0
11644.416000000001,3993.572,11644.382,3990.957,2,0.0
11644.382,3990.957,11645.507,3990.327,2,0.0
11643.23,3989.8520000000003,11642.79,3993.427,2,0.0
11642.79,3993.427,11644.341999999999,3995.193,2,0.0
11644.341999999999,3995.193,11644.05,3996.185,2,0.0
11644.403999999999,3995.888,11645.527,3994.107,2,0.0
11645.527,3994.107,11645.523000000001,3992.641,2,0.0
11645.523000000001,3992.641,11644.413999999999,3991.264,2,0.0
11645.765,3988.1209999999996,11645.003,3988.288,2,0.0
11645.003,3988.288,11645.483,3988.315,2,1860.0
11645.483,3988.315,11645.544,3990.6290000000013,2,0.0
11641.15,3991.58,11641.176,3989.577,2,0.0
11644.027,3988.0380000000014,11643.815,3989.5370000000003,2,0.0
11642.555,3989.928,11643.321000000002,3989.225,2,0.0
11640.98,3990.627,11642.611,3990.5440000000012,2,0.0
11640.533,3989.9429999999998,11641.177,3989.404,2,0.0
11641.809,3991.5809999999997,11642.898000000001,3991.092,2,0.0
11642.898000000001,3991.092,11643.028999999999,3990.205,2,0.0
11645.006000000001,3987.926,11645.581,3989.8379999999997,2,0.0
11646.242,3989.379,11645.2,3989.7690000000002,2,0.0
11645.2,3989.7690000000002,11644.994,3988.3259999999996,2,0.0
11644.994,3988.3259999999996,11644.533000000001,3988.034,2,383.0
11644.611,3993.232,11642.837,3993.287,2,0.0
11642.837,3993.287,11642.733999999999,3994.69,2,0.0
11645.673,3987.491,11644.97,3988.3309999999997,2,0.0
11644.938999999997,3995.546,11645.243,3994.008,2,0.0
11644.397,3990.7309999999998,11645.448,3990.566,2,0.0
11645.448,3990.566,11644.943,3989.091,2,0.0
11644.851,3987.493,11645.406,3988.3059999999996,2,0.0
11643.206,3992.28,11644.031,3992.084000000001,2,0.0
11644.405,3990.785,11645.217,3989.635,2,0.0
11644.455,3993.993,11642.758,3993.5640000000003,2,0.0
11642.758,3993.5640000000003,11642.059,3990.385,2,0.0
11642.432,3992.302,11642.076,3991.383,2,0.0
11642.076,3991.383,11642.502,3991.405,2,1880.0
11645.544,3988.335,11645.181,3990.7790000000014,2,0.0
11646.249,3992.864,11645.513,3992.829,2,0.0
11645.513,3992.829,11645.544,3990.436,2,0.0
11647.15,3989.2209999999995,11647.163,3990.368,2,0.0
11641.687,3989.917,11642.923,3990.37,2,0.0
11644.985,3987.445,11645.005,3988.2509999999997,2,0.0
11645.005,3988.2509999999997,11645.408,3988.309,2,1966.0
11645.408,3988.309,11645.533000000001,3989.64,2,0.0
11642.992,3990.361,11642.756000000001,3994.623,2,0.0
11645.868,3988.097,11645.559,3988.979000000001,2,0.0
11644.985,3987.7859999999996,11645.528999999999,3988.058,2,1691.0
11642.114,3990.71,11641.166000000001,3990.955,2,0.0
11641.166000000001,3990.955,11641.43,3992.298,2,0.0
11642.653999999999,3992.303,11642.559,3994.827,2,0.0
11642.559,3994.827,11643.753,3993.56,2,0.0
11643.753,3993.56,11643.19,3993.2390000000014,2,2257.0
11647.016,3992.677,11645.579,3992.845,2,0.0
11645.514,3990.361,11645.502,3988.303,2,0.0
11645.025,3995.472,11645.522,3994.837,2,0.0
11642.795,3993.097,11640.197,3995.148,2,0.0
11640.197,3995.148,11639.053999999998,3996.1870000000013,2,0.0
11643.464,3989.7859999999996,11642.76,3994.513,2,0.0
11645.451000000001,3990.568,11645.528,3987.9710000000014,2,0.0
11645.528,3987.9710000000014,11645.002,3988.5029999999997,2,0.0
11642.943000000001,3990.361,11642.19,3989.228,2,0.0
11645.523000000001,3989.211,11645.591,3990.473,2,0.0
11645.591,3990.473,11647.133,3989.382,2,0.0
11643.816,3989.535,11642.754,3994.2290000000003,2,0.0
11646.003,3995.883,11645.082,3994.7140000000013,2,0.0
11643.64,3993.997,11642.928999999998,3990.914,2,0.0
11642.928999999998,3990.914,11642.174,3990.341,2,0.0
11642.174,3990.341,11643.148000000001,3990.2500000000014,2,0.0
11645.378,3994.7709999999997,11645.66,3993.234,2,0.0
11645.66,3993.234,11646.68,3992.897,2,0.0
11645.59,3992.2009999999996,11645.45,3990.741,2,0.0
11644.964,3990.6940000000013,11645.485,3988.3709999999996,2,0.0
11641.906,3995.479,11641.186000000002,3996.736,2,0.0
11641.806999999999,3991.637,11642.85,3991.2940000000003,2,0.0
11645.561000000002,3994.51,11645.546000000002,3991.3259999999996,20,0.0
11645.546000000002,3991.3259999999996,11644.473999999998,3991.183,20,0.0
11645.568000000001,3991.584,11645.563,3994.256,20,0.0
11645.563,3994.256,11642.079,3996.813,20,0.0
11642.351,3996.808,11645.504,3995.1609999999996,20,0.0
11645.504,3995.1609999999996,11645.551000000001,3991.473,20,0.0
11642.738000000001,3993.696,11643.771,3992.575,20,0.0
11642.954,3993.986,11640.207,3995.045,20,0.0
11640.207,3995.045,11640.167,3996.252,20,0.0
11644.082,3992.559,11645.577,3991.953,21,0.0
11644.437,3995.885,11645.016000000001,3995.0290000000014,21,0.0
11645.016000000001,3995.0290000000014,11643.913,3995.479,21,0.0
11645.447,3989.191,11643.86,3988.7490000000003,21,0.0
11644.573,3990.7309999999998,11648.16,3990.6859999999997,21,0.0
11645.307,3990.7009999999996,11645.49,3987.9,21,0.0
11641.26,3989.867,11641.211000000001,3990.4959999999996,21,0.0
11644.469,3992.555,11645.425,3991.656,21,0.0
11642.878999999999,3992.107,11645.215,3992.1290000000004,21,0.0
11645.215,3992.1290000000004,11643.497,3992.285,21,0.0
11643.497,3992.285,11642.712,3994.064,21,0.0
11642.997,3993.9429999999998,11642.322,3993.98,21,442.0
11642.322,3993.98,11642.504,3993.69,21,1972.0
11642.504,3993.69,11643.008,3993.2190000000014,21,2407.0
11645.528,3993.889,11645.345,3991.365,21,0.0
11642.553999999998,3989.11,11641.24,3989.3440000000014,21,0.0
11643.351,3992.28,11643.0,3993.1929999999998,21,0.0
11645.183,3986.4400000000014,11645.607,3990.65,23,0.0
11645.607,3990.65,11645.15,3991.219,23,0.0
11643.265,3990.732,11642.81,3992.968,23,0.0
11643.853000000001,3993.23,11645.46,3993.232,23,0.0
11641.185,3990.74,11642.788,3992.3179999999998,23,0.0
11645.59,3992.793000000001,11644.555,3993.228,23,0.0
11646.286,3992.44,11645.549,3994.675,23,0.0
11645.549,3994.675,11644.921999999999,3994.6459999999997,23,2435.0
11647.067,3989.196,11647.186000000003,3990.935,23,0.0
11643.007,3996.2209999999995,11641.88,3994.906,23,0.0
11641.88,3994.906,11643.139,3992.265,23,0.0
11643.139,3992.265,11643.678999999998,3993.228,23,0.0
11642.511,3996.551,11641.886,3996.224,23,1901.0
11641.963,3993.4320000000002,11643.945,3993.5160000000014,23,0.0
11644.923999999999,3994.6609999999996,11643.034,3994.81,23,0.0
11646.258,3995.023,11645.469,3995.215,23,0.0
11643.837,3995.941,11643.435,3996.532,23,0.0
11641.922,3996.1459999999997,11643.365,3996.628,23,0.0
11642.858,3992.34,11642.042,3993.872,23,0.0
11642.508999999998,3995.783,11642.243,3994.869,24,0.0
11642.243,3994.869,11640.665,3994.7859999999996,24,0.0
11642.74,3994.367,11642.647,3993.274,24,0.0
11644.303,3992.191,11645.43,3992.72,24,0.0
11645.43,3992.72,11645.073,3995.52,24,0.0
11643.451,3994.718,11645.525,3994.47,24,0.0
11645.525,3994.47,11645.5,3992.227000000001,24,0.0
11645.5,3992.227000000001,11647.851,3991.6140000000014,24,0.0
11645.806,3990.752,11645.5,3989.53,24,0.0
11641.485,3990.711,11641.323,3992.2859999999996,24,0.0
11643.098,3996.76,11644.556999999999,3995.801,24,0.0
11644.927,3992.937,11644.257,3993.229,24,0.0
11644.257,3993.229,11646.065,3993.21,24,0.0
11641.051,3994.978,11642.38,3994.8240000000014,24,0.0
11642.38,3994.8240000000014,11642.552,3993.937,24,0.0
11642.552,3993.937,11644.796,3995.644,24,0.0
11644.796,3995.644,11644.916,3994.7590000000014,24,0.0
11644.413,3993.244,11642.969,3993.23,24,0.0
11641.292,3992.3,11641.299,3990.664,24,0.0
11645.571000000002,3989.607,11645.746000000001,3990.52,24,0.0
11645.746000000001,3990.52,11647.156,3990.164,24,0.0
11646.713,3989.218,11645.591,3989.242,24,0.0
11645.185,3994.7209999999995,11642.721000000001,3993.561,24,0.0
11642.721000000001,3993.561,11642.441,3991.425,24,0.0
11642.441,3991.425,11640.94,3990.875,24,0.0
11640.94,3990.875,11641.226999999999,3989.822,24,0.0
11641.226999999999,3989.822,11641.318000000001,3989.16,24,2597.0
11647.098,3989.197,11647.201000000001,3991.2090000000003,24,0.0
11644.907,3995.89,11640.907,3996.78,24,0.0
11640.153,3999.355,11640.153999999999,4000.401,24,0.0
11641.733,3998.7259999999997,11641.527,3996.765,24,0.0
11641.527,3996.765,11643.033000000001,3996.781,24,0.0
11643.033000000001,3996.781,11644.225,3995.7500000000014,24,0.0
11644.225,3995.7500000000014,11645.353000000001,3995.251,24,0.0
11645.353000000001,3995.251,11644.413,3994.018,24,0.0
11644.413,3994.018,11644.393999999998,3992.147,24,0.0
11644.393999999998,3992.147,11642.909,3992.35,24,0.0
11642.909,3992.35,11642.966,3993.9440000000013,24,0.0
11642.966,3993.9440000000013,11645.48,3993.987,24,0.0
11645.48,3993.987,11645.335,3995.324,24,0.0
11645.335,3995.324,11644.242,3996.469,24,0.0
11644.242,3996.469,11642.95,3995.845,24,0.0
11642.95,3995.845,11641.867,3996.752,24,0.0
11645.532,3990.85,11645.511,3988.877,24,0.0
11641.886,3995.671,11644.123,3995.654,24,0.0
11644.123,3995.654,11644.525,3994.652,24,0.0
11644.525,3994.652,11643.302,3994.002,24,0.0
11642.828000000001,3992.098,11642.283,3990.437,24,0.0
11642.283,3990.437,11642.966999999999,3993.952,24,0.0
11642.966999999999,3993.952,11645.808,3994.265,24,0.0
11644.543,3993.263,11643.623,3993.9829999999997,24,0.0
11643.623,3993.9829999999997,11642.777,3993.809,24,0.0
11642.777,3993.809,11642.358999999999,3990.728,24,0.0
11645.501000000002,3991.203,11645.584,3993.169,24,0.0
11645.584,3993.169,11644.441,3993.292,24,0.0
11642.374,3994.832,11642.858,3992.2729999999997,24,0.0
11642.858,3992.2729999999997,11643.62,3992.263,24,2571.0
11643.62,3992.263,11642.756000000001,3994.463,24,0.0
11646.268,3988.282,11645.611,3988.342,24,0.0
11640.213,3994.845,11640.177,3995.761,24,0.0
11643.455,3994.802,11645.835,3994.872,24,0.0
11645.444,3988.288,11645.275,3989.229,24,0.0
11645.597,3993.658,11643.465,3994.0879999999997,24,0.0
11643.465,3994.0879999999997,11642.197,3994.833,24,0.0
11641.712,3990.239,11641.995,3993.218,24,0.0
11642.946000000002,3994.348,11640.192,3994.69,24,0.0
11640.192,3994.69,11643.322,3993.995,24,0.0
11643.322,3993.995,11641.765,3994.839,24,0.0
11647.139,3990.551,11647.33,3989.178,24,0.0
11642.877,3995.8070000000002,11643.33,3995.8340000000003,25,2516.0
11639.594,3996.505,11639.918,3995.673,25,0.0
11639.918,3995.673,11639.639,3996.177,25,1700.0
11639.639,3996.177,11640.195,3995.409,25,0.0
11640.195,3995.409,11640.145,3998.1520000000014,25,0.0
11641.133,3999.815,11640.148,3999.0640000000003,25,0.0
11640.148,3999.0640000000003,11640.968,4000.0009999999997,25,0.0
11640.968,4000.0009999999997,11640.157,3999.068,25,0.0
11641.914,3994.768,11641.953000000001,3993.272,25,0.0
11641.953000000001,3993.272,11643.821000000002,3993.691,25,0.0
11643.821000000002,3993.691,11643.726,3994.627,25,0.0
11641.89,3995.653,11641.726999999999,3994.833,25,0.0
11640.203000000001,3998.684,11640.663,3999.756,25,0.0
11641.171,3990.574,11641.201000000001,3990.245,25,2509.0
11642.378,3993.9820000000013,11643.757,3993.401,25,0.0
11643.921,3995.072,11644.28,3995.317,25,2455.0
11644.794,3995.647,11645.518,3992.2059999999997,25,0.0
11645.581,3992.429,11644.546,3995.676,25,0.0
11644.546,3995.676,11644.383999999998,3995.4359999999997,25,2357.0
11644.383999999998,3995.4359999999997,11642.71,3993.992,25,0.0
11642.71,3993.992,11642.107,3991.426,25,0.0
11642.048999999999,3991.422,11642.799,3993.882,25,0.0
11642.799,3993.882,11644.295,3995.36,25,0.0
11644.295,3995.36,11642.791000000001,3994.513,25,0.0
11641.278,3994.794,11642.754,3993.454000000001,25,0.0
11642.754,3993.454000000001,11642.055,3991.107,25,0.0
11642.055,3991.107,11641.332,3990.007,25,0.0
11643.341999999999,3995.757,11643.038,3996.753,25,0.0
11645.795,3995.681,11644.981000000002,3995.0170000000003,25,0.0
11644.981000000002,3995.0170000000003,11642.723,3993.531,25,0.0
11642.723,3993.531,11642.552,3991.425,25,0.0
11642.552,3991.425,11641.171999999999,3991.1620000000003,25,0.0
11641.958999999999,3993.92,11643.635,3993.968,25,0.0
11643.635,3993.968,11645.256,3994.742,25,0.0
11645.256,3994.742,11646.087,3993.1090000000013,25,0.0
