start_x,start_y,end_x,end_y,cluster_id
11646.660472165326,3999.026565164007,11646.528038567973,3999.412519283745,3
11646.528038567973,3999.412519283745,11646.368655738072,3999.7825124980513,3
11646.368655738072,3999.7825124980513,11646.135325434285,4000.124653379728,3
11646.135325434285,4000.124653379728,11646.1510075361,4000.52619372855,3
11646.1510075361,4000.52619372855,11646.138871970325,4000.952885000085,3
11640.084442377165,3990.2838993084224,11640.012930840694,3990.737018320802,11
11630.641852127976,3987.573909203843,11630.659649251025,3988.0303509784085,13
11630.659649251025,3988.0303509784085,11630.612021904104,3988.4355749313017,13
11630.612021904104,3988.4355749313017,11630.967863923506,3988.635368165026,13
11635.761209098102,3988.6648462857456,11635.35421744548,3988.7820220968774,17
11635.35421744548,3988.7820220968774,11634.759193339087,3988.875000842593,17
11634.759193339087,3988.875000842593,11634.342426053048,3989.0050030744424,17
11636.59918043419,3994.834554279294,11637.012985389198,3994.7161157600385,18
11637.012985389198,3994.7161157600385,11638.481938612982,3994.150442877193,18
11634.584649072749,3996.824163562237,11634.662198366064,3998.371617247726,19
11634.785908722986,3997.842082723343,11635.097919197735,3998.1340777332775,20
11635.820013561057,3990.6103454941567,11635.484143906802,3990.841812633324,21
11635.484143906802,3990.841812633324,11635.499125658858,3991.243618497745,21
11635.499125658858,3991.243618497745,11635.23718765616,3991.5704421030305,21
11635.23718765616,3991.5704421030305,11635.022456680075,3991.950276002478,21
11635.022456680075,3991.950276002478,11634.944848981902,3992.380540286273,21
11634.944848981902,3992.380540286273,11634.959686310825,3992.793615778537,21
11634.959686310825,3992.793615778537,11635.085388893558,3993.183644081153,21
11635.085388893558,3993.183644081153,11635.187641465722,3993.574135498337,21
11635.187641465722,3993.574135498337,11635.388542325494,3993.9247349295274,21
11635.388542325494,3993.9247349295274,11635.66770771081,3994.246626784585,21
11635.66770771081,3994.246626784585,11635.987028667001,3994.490372835496,21
11635.987028667001,3994.490372835496,11636.279125986097,3994.8270210416676,21
11637.551234441895,3998.5648355376634,11639.821970970084,3998.878354119848,23
11633.408371461324,3991.5415032100673,11633.808011332174,3991.5068697148954,24
11633.808011332174,3991.5068697148954,11634.692980060381,3991.5766416187726,24
11630.622033598578,3988.5821684968723,11630.66804297536,3989.1277636771756,25
11630.66804297536,3989.1277636771756,11630.803311346492,3989.504279690551,25
11630.803311346492,3989.504279690551,11631.178264644694,3989.6469225786886,25
11631.178264644694,3989.6469225786886,11631.290499746585,3990.0500268369015,25
11631.290499746585,3990.0500268369015,11631.304500685432,3990.4533531509305,25
11631.304500685432,3990.4533531509305,11631.017061033017,3990.7699930320086,25
11631.017061033017,3990.7699930320086,11630.828177083586,3991.123446600801,25
11632.961617203691,3991.129636558767,11632.792811473582,3992.121233070876,26
11634.0004425192,3992.139945654155,11634.614650208021,3992.3845879571554,27
11642.30437337627,3992.3256762845153,11640.514673854294,3992.272053709406,30
11636.910077933608,3987.2342357415055,11636.894439571894,3987.63597539747,34
11636.894439571894,3987.63597539747,11636.863464387583,3988.515301508344,34
11636.863464387583,3988.515301508344,11636.844492163127,3988.9748843267944,34
11636.844492163127,3988.9748843267944,11636.827576774169,3989.402752528575,34
11636.827576774169,3989.402752528575,11636.830711490837,3989.8457351372067,34
11636.830711490837,3989.8457351372067,11636.843105966078,3990.266220227487,34
11636.843105966078,3990.266220227487,11636.829459830384,3990.6662414008815,34
11634.266592661708,3989.5997836291494,11634.556694898201,3989.9051022383965,41
11634.556694898201,3989.9051022383965,11634.79948847678,3990.2438043857346,41
11634.79948847678,3990.2438043857346,11634.96257619547,3990.6441836039717,41
11634.96257619547,3990.6441836039717,11634.97089370338,3991.0481470877207,41
11635.010619755873,3990.0276050056636,11634.517361007409,3989.8985222753363,42
11634.517361007409,3989.8985222753363,11634.070393762946,3989.79037136585,42
11634.070393762946,3989.79037136585,11632.06946156466,3989.6708286578432,42
11632.06946156466,3989.6708286578432,11631.659128952668,3989.680662550467,42
11631.616405464662,3990.7135109438836,11632.137342716887,3990.7340839005537,43
11632.137342716887,3990.7340839005537,11632.84003007166,3990.7952476991595,43
11635.933028394975,3990.8406415315712,11636.35362233795,3990.9830616827808,46
11636.35362233795,3990.9830616827808,11636.737664530667,3991.17147876033,46
11643.379817485065,3986.909103501661,11643.531136051502,3987.396522639119,49
11643.531136051502,3987.396522639119,11643.757729976625,3989.04626428706,49
11643.757729976625,3989.04626428706,11643.73617029409,3989.4515380415723,49
11641.187793601652,3996.7283657159155,11640.831866645363,3996.986901528394,50
11640.831866645363,3996.986901528394,11640.38429615173,3997.16919479502,50
11640.38429615173,3997.16919479502,11639.98406594741,3997.168054104333,50
11639.98406594741,3997.168054104333,11639.721166374891,3996.8654936694547,50
11641.178238280005,4003.5175578130384,11641.250288205203,4003.9332947021203,51
11641.250288205203,4003.9332947021203,11641.753511788316,4003.8938361664923,51
11641.753511788316,4003.8938361664923,11642.15615837858,4003.8469746405463,51
11642.153442888892,3993.246908213369,11641.758074166097,3993.309354875192,59
11641.758074166097,3993.309354875192,11640.553446227676,3993.3060872614546,59
11640.553446227676,3993.3060872614546,11640.151216776754,3993.3456949907177,59
11640.151216776754,3993.3456949907177,11639.74759302028,3993.348058437459,59
11641.118530898124,3993.2027722612524,11641.76433598406,3993.1937091574873,60
11641.18550446871,3995.772020686417,11642.570477331003,3995.5598585963858,65
11641.66879067154,3992.3791625454423,11642.191346523266,3992.403899243263,66
11645.371643846362,3989.8349099011266,11645.412886053347,3990.253735393286,71
11645.412886053347,3990.253735393286,11645.067878408287,3990.474769128922,71
11645.067878408287,3990.474769128922,11644.538398833247,3990.6378985308434,71
11644.538398833247,3990.6378985308434,11644.04761335484,3990.677955916718,71
11644.04761335484,3990.677955916718,11643.674977640381,3990.8264579230045,71
11643.674977640381,3990.8264579230045,11643.134389412613,3990.787146171213,71
11637.372394657192,3996.960181030585,11637.451618341307,3997.3737893260773,73
11637.451618341307,3997.3737893260773,11637.480691621024,3997.8347370627166,73
11637.480691621024,3997.8347370627166,11637.646638484315,3998.2088189181786,73
11637.646638484315,3998.2088189181786,11637.903765213929,3998.5525613674577,73
11638.94996788758,3993.9262631494285,11638.939192075308,3994.37291785491,75
11638.939192075308,3994.37291785491,11638.837333819707,3994.7696328719653,75
11638.837333819707,3994.7696328719653,11638.991205371009,3995.147615362228,75
11638.991205371009,3995.147615362228,11639.025200068987,3995.5562588936673,75
11639.025200068987,3995.5562588936673,11639.106674277231,3995.96782918482,75
11639.106674277231,3995.96782918482,11639.145804539445,3996.378939951299,75
11639.145804539445,3996.378939951299,11639.227592951818,3996.776613699123,75
11638.351466393298,3994.839902481423,11635.29266964342,3994.116880656585,76
11637.918047279196,3988.4809769412823,11638.645556266607,3988.306035384491,77
11636.885851183812,3988.9839249128895,11637.36282179092,3988.871981126521,78
11637.36282179092,3988.871981126521,11637.770498987018,3988.7409394025535,78
11634.902061282297,3993.8467493545645,11631.069093534625,3994.0923342955502,79
11631.069093534625,3994.0923342955502,11630.520410204319,3994.196756001669,79
11630.324377682446,3994.2129802008076,11630.378632506492,3995.013580844576,80
11632.052670409277,3996.74323515688,11632.276933429954,3997.1440314708657,81
11632.276933429954,3997.1440314708657,11632.527023976882,3997.4586897243007,81
11633.262932061145,3999.1546261843396,11635.886437670726,3999.1924266721117,91
11634.892573832964,3996.6474818877114,11634.808770424705,3997.270424424035,93
11636.231547441903,3996.637108849864,11636.09892788421,3997.0573496820907,94
11636.09892788421,3997.0573496820907,11636.167459522836,3997.4552022208686,94
11636.167459522836,3997.4552022208686,11636.323451638269,3997.8243899495137,94
11636.323451638269,3997.8243899495137,11636.302227332058,3998.3209119532876,94
11636.302227332058,3998.3209119532876,11636.220646497224,3998.7713476492218,94
11630.333320751713,3992.3124353339463,11629.928897602931,3992.316821000897,95
11629.928897602931,3992.316821000897,11628.51703575394,3992.3320257775854,95
11628.51703575394,3992.3320257775854,11628.100865114515,3992.2782665006157,95
11629.799512149368,3989.5907731233037,11629.775544861785,3990.0097827305276,96
11629.775544861785,3990.0097827305276,11629.861184295583,3990.4516915147883,96
11630.549985543628,3990.8101474080663,11630.416860776564,3994.195370291611,100
11630.416860776564,3994.195370291611,11630.40200182619,3994.6025951236807,100
11630.499769739505,3990.5407306872467,11630.50663958192,3990.9542648234374,106
11630.50663958192,3990.9542648234374,11630.453582505592,3992.0136611842854,106
11630.453582505592,3992.0136611842854,11630.509010389447,3992.449004208358,106
11629.115465532795,3989.9253181438894,11629.610874070819,3990.42428064312,107
11629.074621047232,3989.00153774295,11628.982029850118,3989.540946573093,111
11645.10707943636,3995.4152313316704,11645.50243067006,3995.607680877051,116
11645.50243067006,3995.607680877051,11645.913719908658,3995.903242927057,116
11645.913719908658,3995.903242927057,11646.572631198222,3996.40470651963,116
11646.572631198222,3996.40470651963,11646.891131130667,3996.648298335446,116
11646.891131130667,3996.648298335446,11647.230185077591,3996.9285800708076,116
11647.230185077591,3996.9285800708076,11647.542840405034,3997.190838594727,116
11641.792981539547,3998.7506478180194,11642.271510200255,3998.709555964404,117
11642.271510200255,3998.709555964404,11644.23077833574,3998.3468665593673,117
11644.23077833574,3998.3468665593673,11644.635481898806,3998.2657218945787,117
11644.635481898806,3998.2657218945787,11645.029172208051,3998.4219555143554,117
11634.882642710398,3994.1299013032167,11634.376734245565,3993.9870425698095,123
11634.376734245565,3993.9870425698095,11633.480747923884,3993.8524737344596,123
11633.480747923884,3993.8524737344596,11632.94255021091,3993.794665368243,123
11632.94255021091,3993.794665368243,11632.427920956516,3993.7889976431693,123
11634.91027697284,3993.7059401965153,11634.96447903545,3994.216408333615,124
11634.96447903545,3994.216408333615,11635.053756929694,3994.6378811640643,124
11635.053756929694,3994.6378811640643,11635.015562441009,3995.0383612285477,124
11635.015562441009,3995.0383612285477,11634.971585294214,3995.436960119601,124
11635.115905351917,4002.9639518227805,11634.663224901049,4002.833719220119,125
11640.23740226816,3994.9568824915323,11641.130996749538,3995.630377189211,126
11633.000072394674,3999.1482369662754,11633.152934218404,3999.879682317316,129
11642.692095009303,4006.9012420953054,11641.534589474233,4006.7337210730375,131
11636.562873172319,3996.5060104247423,11637.005475273174,3996.301806011768,133
11657.470521763127,4004.3573933504795,11657.71669451649,4004.674163651708,134
11657.71669451649,4004.674163651708,11657.971466445335,4005.024731188972,134
11657.971466445335,4005.024731188972,11658.113370622224,4005.4244184972063,134
11658.113370622224,4005.4244184972063,11658.136679483114,4005.823965241227,134
11658.136679483114,4005.823965241227,11657.99876461389,4006.2013454160997,134
11657.99876461389,4006.2013454160997,11658.076459591708,4006.5986140852547,134
11658.076459591708,4006.5986140852547,11658.281191371312,4007.006154106457,134
11658.281191371312,4007.006154106457,11658.376176922317,4007.4105808181603,134
11658.376176922317,4007.4105808181603,11658.571701833484,4007.771924530168,134
11634.23858459914,3993.0450584951104,11634.668363142433,3992.9855161723067,143
11634.877831616672,3993.528984068126,11634.73651171803,3993.9348066654693,144
11634.73651171803,3993.9348066654693,11633.695543335394,3994.6693525574265,144
11633.695543335394,3994.6693525574265,11633.337378871878,3994.9814497175475,144
11633.337378871878,3994.9814497175475,11633.028923389476,3995.3075924078767,144
11632.85223794895,3996.3866858323263,11633.570564761907,3996.095792588803,149
11635.22909671752,3990.0346366574768,11635.343837333663,3990.5915631128782,150
11635.343837333663,3990.5915631128782,11635.213706804101,3990.9878885489147,150
11640.83566876363,3989.234460410846,11640.39695526037,3989.1665842010475,151
11640.39695526037,3989.1665842010475,11638.267234822302,3988.8370813473766,151
11648.146073572652,3998.7985648218405,11648.477395332411,3999.0597625074543,165
11648.477395332411,3999.0597625074543,11652.735032141278,4004.104897796432,165
11652.735032141278,4004.104897796432,11653.082892013206,4004.5267989146423,165
11653.082892013206,4004.5267989146423,11653.363752557718,4004.860352476496,165
11653.363752557718,4004.860352476496,11653.642551600911,4005.1597488911098,165
11653.642551600911,4005.1597488911098,11653.955636510831,4005.4366651923724,165
11653.955636510831,4005.4366651923724,11654.447549541272,4005.9275942182853,165
11654.447549541272,4005.9275942182853,11654.86032516508,4006.4214544387355,165
11630.236076234216,3992.2963846971725,11629.909519700412,3992.6128400515945,167
11634.997189889995,3990.261454700939,11635.155149895001,3990.635904488374,176
11635.155149895001,3990.635904488374,11635.067813354353,3992.6290946522536,176
11635.067813354353,3992.6290946522536,11635.064759570452,3993.052032458973,176
11635.064759570452,3993.052032458973,11635.09892562457,3993.486034091717,176
11635.09892562457,3993.486034091717,11635.11594876719,3993.887579806712,176
11634.577647739925,3998.820259186523,11630.611116849966,3998.3998334378957,177
11636.800228363752,3989.599882979725,11636.315752350798,3989.663440516726,182
11636.315752350798,3989.663440516726,11635.863408514493,3989.7231142168175,182
11630.659208114579,3991.2002114596276,11630.473952641265,3993.536205560261,184
11631.89301404725,3995.046383690421,11631.87299736999,3995.480011750703,185
11631.87299736999,3995.480011750703,11631.828770311384,3995.945835549319,185
11631.828770311384,3995.945835549319,11631.940969789788,3996.349274841331,185
11637.35790274461,3995.2167553073955,11637.35935764953,3995.629018601128,188
11637.35935764953,3995.629018601128,11637.338951021917,3997.966862744509,188
11632.650287356379,3990.7290809501064,11630.489902848702,3990.7914690625903,191
11634.648569895733,3992.1384988364994,11630.59286269309,3992.3063303655845,194
11638.978770292078,3986.0540864272234,11638.497444881825,3986.178029244047,200
11638.497444881825,3986.178029244047,11638.182459580967,3986.473216518537,200
11641.89166637516,3993.796539657963,11641.380550169268,3994.2775578395785,202
11636.569956544094,3994.6417865254625,11637.031645755376,3994.6816400169446,203
11637.031645755376,3994.6816400169446,11637.434405332791,3994.818300011402,203
11637.434405332791,3994.818300011402,11637.869135305556,3994.803188022101,203
11637.869135305556,3994.803188022101,11638.274550005988,3994.8024665134585,203
11638.274550005988,3994.8024665134585,11639.754982726603,3994.8180183962018,203
11639.754982726603,3994.8180183962018,11640.157709167612,3994.8267269146813,203
11640.157709167612,3994.8267269146813,11640.730359969475,3994.83012914615,203
11640.730359969475,3994.83012914615,11641.249041819514,3994.8306356575044,203
11641.249041819514,3994.8306356575044,11641.741386592967,3994.8217337368724,203
11641.741386592967,3994.8217337368724,11642.160922267918,3994.7544905056884,203
11637.343314915017,3995.0372616035847,11637.422867736195,3995.501268128982,204
11647.15001723696,3990.624343533712,11647.84914264306,3990.8160051970294,206
11647.84914264306,3990.8160051970294,11648.171524068532,3991.0642915482726,206
11648.171524068532,3991.0642915482726,11648.567284320832,3991.1498669939706,206
11669.516557043506,4012.4714578913054,11669.063311853875,4012.301658490398,212
11669.063311853875,4012.301658490398,11667.928086329766,4011.848856577362,212
11667.928086329766,4011.848856577362,11667.48096922065,4011.7349985181395,212
11667.48096922065,4011.7349985181395,11666.975539225665,4011.6282837439176,212
11666.975539225665,4011.6282837439176,11666.557176566106,4011.559344603323,212
11643.075554817906,4003.270782253936,11642.127903346804,4003.783721287412,213
11646.243186886468,3993.230934240103,11646.515225668973,3993.647620700016,215
11646.515225668973,3993.647620700016,11646.536507316228,3994.1607616610345,215
11638.099285757136,3998.6759929360387,11641.11626643976,3998.6954058039105,217
11641.96191350411,3997.544678833597,11641.687292479719,3998.2121164176247,219
11641.687292479719,3998.2121164176247,11641.494985243198,3998.592409955442,219
11642.983116971089,3996.7756005665733,11643.380773566165,3998.1684162318893,220
11655.673132464397,4009.4782864115405,11655.948540170148,4009.926103524722,223
11655.948540170148,4009.926103524722,11656.268097925687,4010.264751078945,223
11656.268097925687,4010.264751078945,11656.525895715185,4010.5818567693145,223
11656.525895715185,4010.5818567693145,11657.935364253264,4011.48890418184,223
11657.935364253264,4011.48890418184,11658.326117228578,4011.626811665816,223
11666.426981418104,4011.574893401945,11665.938418809063,4011.5450945431394,224
11665.938418809063,4011.5450945431394,11665.507039626717,4011.5561980996313,224
11665.507039626717,4011.5561980996313,11658.347842107643,4011.671216669183,224
11658.347842107643,4011.671216669183,11657.845208222881,4011.6630460752326,224
11657.845208222881,4011.6630460752326,11657.437941105027,4011.6617055755733,224
11657.437941105027,4011.6617055755733,11656.825839724237,4011.6671944758077,224
11654.661932823232,4006.3061387384505,11654.889607808782,4006.6429346029718,226
11654.889607808782,4006.6429346029718,11654.996275274973,4007.0942803152357,226
11654.996275274973,4007.0942803152357,11655.08766587584,4007.5005652514174,226
11655.08766587584,4007.5005652514174,11655.175965352448,4007.9351059570035,226
11655.175965352448,4007.9351059570035,11655.265192981056,4008.3704291533923,226
11655.265192981056,4008.3704291533923,11655.411868482357,4009.084982242658,226
11655.411868482357,4009.084982242658,11655.497688899613,4009.4951293237937,226
11655.497688899613,4009.4951293237937,11655.587136773109,4009.9073592168015,226
11655.587136773109,4009.9073592168015,11655.69280272837,4010.34818102845,226
11655.69280272837,4010.34818102845,11655.816601606452,4010.7366285586418,226
11655.816601606452,4010.7366285586418,11655.975158507672,4011.1061460011433,226
11655.975158507672,4011.1061460011433,11656.275246101808,4011.5065920521765,226
11658.218229581713,4006.0292791749384,11657.61670556542,4006.1602929944406,232
11657.61670556542,4006.1602929944406,11655.54606753684,4006.3414572279653,232
11655.54606753684,4006.3414572279653,11655.122485928357,4006.3932281672064,232
11650.29489954159,4000.7172750457194,11649.802583967226,4000.2733857777343,233
11649.802583967226,4000.2733857777343,11649.497670098186,4000.002619206097,233
11649.497670098186,4000.002619206097,11649.080741579397,3999.618668681867,233
11649.080741579397,3999.618668681867,11648.77762755654,3999.3445753247233,233
11648.77762755654,3999.3445753247233,11648.393890154566,3998.993920566578,233
11643.960921340356,3996.2415094999383,11644.047180397061,3996.6423297151487,240
11644.047180397061,3996.6423297151487,11644.26074008959,3997.051938247027,240
11644.26074008959,3997.051938247027,11644.493673079556,3997.424030965539,240
11644.493673079556,3997.424030965539,11644.8359587314,3997.847690372915,240
11648.640793243618,3995.995191744667,11648.623965540657,3996.5309121823425,256
11648.623965540657,3996.5309121823425,11648.498577502642,3997.023307212464,256
11648.498577502642,3997.023307212464,11648.422581194778,3997.5263696240413,256
11647.231596902127,3989.071012305345,11648.247175334578,3989.1305296994888,261
11648.095294186118,3989.9782203033483,11647.631754262024,3990.175908001468,265
11647.631754262024,3990.175908001468,11647.346551764185,3990.5282625788377,265
11645.409168366798,3988.6864845117634,11643.164890738528,3990.131394793625,267
11642.718927009651,3993.6715637569964,11641.22712148313,3993.906647319407,285
11641.732260261786,3986.462226756862,11642.384036121188,3986.5681299191397,287
11642.384036121188,3986.5681299191397,11643.091377601195,3986.444479721272,287
11645.5655972093,3991.9768233740024,11645.881047908993,3992.262054605332,295
11645.881047908993,3992.262054605332,11646.272172085843,3992.382963863167,295
11646.272172085843,3992.382963863167,11646.60318658503,3992.6444218191036,295
11648.532826963383,3991.436713226814,11648.979959511724,3991.417548580735,308
11648.979959511724,3991.417548580735,11649.39327539659,3991.4382591928866,308
11649.39327539659,3991.4382591928866,11651.080688469794,3991.516734285439,308
11646.375274004786,3986.907742738931,11645.983316481455,3986.81842138219,314
11645.983316481455,3986.81842138219,11645.876987439475,3987.212151191932,314
11645.876987439475,3987.212151191932,11645.777507557237,3987.6480598100416,314
11645.777507557237,3987.6480598100416,11645.519518240979,3987.97810320992,314
11645.519518240979,3987.97810320992,11645.076766624392,3988.0867578609977,314
11648.641854198084,3992.1670056200987,11650.738231161922,3992.1368440374686,317
11645.505238922382,3987.928528652271,11644.086129663716,3988.259871034843,318
11644.06748357788,3988.4588833672774,11643.212014279525,3990.266203362441,330
11645.18173099966,3990.853986809636,11644.617703278233,3992.9300729151228,341
11642.721561356946,3994.678584957725,11642.134447416189,3994.7301500282083,342
11642.134447416189,3994.7301500282083,11641.67961750371,3994.745446107167,342
11641.67961750371,3994.745446107167,11635.884610027244,3994.3406440709796,342
11635.884610027244,3994.3406440709796,11635.25502084751,3994.2526323819166,342
11648.29356172516,3991.275006551977,11645.949987843338,3991.7848272534193,346
11645.66708385866,3991.1096829629237,11646.340387596378,3992.832159899277,348
11643.946486169158,3988.551506962635,11643.754940204388,3989.180318197642,351
11643.754940204388,3989.180318197642,11642.91270361977,3991.9880682266275,351
11642.469571269876,3993.8323807510646,11642.267407580137,3994.1955333440737,357
11642.267407580137,3994.1955333440737,11641.782279574896,3994.369298629012,357
11641.782279574896,3994.369298629012,11641.310763640533,3994.5025950327454,357
11641.310763640533,3994.5025950327454,11640.919054648322,3994.6565360557165,357
11640.919054648322,3994.6565360557165,11640.178697088279,3994.816276953234,357
11640.178697088279,3994.816276953234,11639.733975292085,3994.918581014467,357
11639.733975292085,3994.918581014467,11639.301704102309,3994.937041758414,357
11639.301704102309,3994.937041758414,11639.394021980594,3995.340973405091,357
11644.168935036496,3988.8445922914952,11644.645580709279,3988.490042211313,359
11641.712206803628,3986.5468796813398,11641.583556906171,3987.000129134868,369
11641.583556906171,3987.000129134868,11641.537874688904,3987.406217582777,369
11641.537874688904,3987.406217582777,11641.484079721484,3987.8659462597047,369
11641.484079721484,3987.8659462597047,11641.367089585976,3988.27173214893,369
11641.367089585976,3988.27173214893,11641.290673716618,3988.9007074539013,369
11637.906729755454,3996.6978359603772,11638.498273037194,3996.6773220137857,380
11638.498273037194,3996.6773220137857,11641.058061753281,3996.7311737063155,380
11638.81710718065,3995.732292386552,11638.824357407659,3997.242942007959,388
11634.821790075872,3997.4354347817316,11634.346859876607,3997.480233031619,397
11634.346859876607,3997.480233031619,11633.51008691634,3997.493769483862,397
11633.51008691634,3997.493769483862,11632.974754426643,3997.3967910641773,397
11636.568063029958,3996.70297130744,11636.06596320557,3996.7152830830637,400
11636.06596320557,3996.7152830830637,11631.9380153727,3996.5472148150134,400
11650.243578235117,3998.652647664001,11648.756714376908,3997.949464310609,417
11645.890378783422,3991.960563424968,11649.191257294517,3991.5352999626784,426
11644.408829847687,3993.353407802887,11644.757199197451,3994.391624216889,436
11641.09734968212,3998.336293457848,11642.379504236209,3998.2259467815365,443
11645.489080560043,3989.221478858698,11645.472046213925,3992.7297289760554,459
11655.643041248994,4010.616578942905,11655.940101350694,4010.9007654405596,461
11655.940101350694,4010.9007654405596,11660.624659498199,4011.5392970989765,461
11660.624659498199,4011.5392970989765,11661.219742173878,4011.6104632660736,461
11632.474556017625,3996.7030854120267,11632.065017183595,3996.731675224276,464
11632.065017183595,3996.731675224276,11631.758354210453,3996.995054053934,464
11631.758354210453,3996.995054053934,11631.420096300586,3997.4586591997568,464
11631.420096300586,3997.4586591997568,11631.228073328824,3997.9851929390447,464
11644.82816026024,3992.59753662386,11644.340727112107,3992.6618231485672,467
11644.340727112107,3992.6618231485672,11643.919105033207,3992.6880467019723,467
11643.919105033207,3992.6880467019723,11643.462029317381,3992.875486012757,467
11642.05160242188,3990.646408418379,11636.881140929585,3990.6098957894183,472
11636.881140929585,3990.6098957894183,11636.368159281974,3990.620877366368,472
11655.728993480345,4010.2195135157344,11656.073627072681,4010.709197840906,478
11656.073627072681,4010.709197840906,11656.807476136286,4011.5051628754754,478
11654.704630197053,4006.153523219,11653.951967957664,4005.3485395139287,479
11653.951967957664,4005.3485395139287,11653.459887774654,4004.8181814289283,479
11653.459887774654,4004.8181814289283,11653.117774264914,4004.4265001820077,479
11653.117774264914,4004.4265001820077,11652.773276678736,4004.1074216265024,479
11647.033154754941,3997.769882378014,11646.326576221461,3997.257543368163,481
11646.326576221461,3997.257543368163,11645.793546388952,3996.850537936214,481
11645.793546388952,3996.850537936214,11645.289470512176,3996.518537393503,481
11645.289470512176,3996.518537393503,11644.817193955816,3996.509308687303,481
11631.19636467281,3997.578165808528,11631.669095477828,3998.2247446755864,485
11630.097011541875,3997.2594036989767,11631.034882218664,3997.0596263085663,487
11635.07218672289,3994.2216415877947,11634.923566421647,3996.196728995735,489
11642.557820017204,3986.0079901781514,11643.113096711975,3986.5809826949544,493
11630.541479990501,3991.244259637163,11631.206628108266,3991.979672573545,494
11632.862803656124,3999.227194939037,11633.29876140371,3999.116395124868,495
11633.29876140371,3999.116395124868,11634.14352465641,3998.8832424834063,495
11634.14352465641,3998.8832424834063,11634.579544868417,3998.930341538092,495
11634.839976276795,3996.635590890717,11635.847051130122,3996.6023972833777,496
11629.914501279802,3996.0316008502364,11629.99718892288,3996.4256149277307,499
11629.99718892288,3996.4256149277307,11629.983937135868,3998.0425197819673,499
11634.607064142649,3994.0720753485966,11632.470771594173,3995.517734618259,507
