start_x,start_y,end_x,end_y,traj_id,cluster_id
11646.175,3999.5190000000002,11646.455,3996.358,1,-1
11646.455,3996.358,11645.348,3992.281,1,-1
11645.348,3992.281,11647.822,3992.153,1,-1
11647.822,3992.153,11646.432,3991.39,1,-1
11646.432,3991.39,11643.161,3992.2340000000013,1,-1
11643.161,3992.2340000000013,11642.843,3990.7760000000003,1,-1
11642.843,3990.7760000000003,11642.77,3993.528,1,-1
11642.77,3993.528,11641.563,3994.62,1,-1
11641.563,3994.62,11643.479000000001,3994.7989999999995,1,-1
11643.479000000001,3994.7989999999995,11646.0,3998.753,1,-1
11646.0,3998.753,11648.006,3995.7889999999998,1,-1
11648.006,3995.7889999999998,11647.178999999998,3992.762000000001,1,-1
11647.178999999998,3992.762000000001,11650.407,3991.4700000000003,1,-1
11650.407,3991.4700000000003,11650.337,3990.693,1,-1
11650.337,3990.693,11669.157,3985.17,1,-1
11669.157,3985.17,11663.318999999998,3990.081,1,-1
11663.318999999998,3990.081,11657.27,3991.361,1,-1
11657.27,3991.361,11651.523000000001,3991.522,1,-1
11651.523000000001,3991.522,11647.271999999999,3999.651,1,-1
11647.271999999999,3999.651,11648.347,3991.296,1,-1
11648.347,3991.296,11642.589,3985.721,1,-1
11642.589,3985.721,11646.671,3986.658,1,-1
11646.671,3986.658,11648.335000000001,3989.111,1,-1
11648.335000000001,3989.111,11648.364,3989.9590000000003,1,-1
11648.364,3989.9590000000003,11651.167,3992.152,1,-1
11651.167,3992.152,11650.382,3990.692,1,-1
11650.382,3990.692,11669.179,3985.16,1,-1
11669.179,3985.16,11666.018,3988.501,1,-1
11666.018,3988.501,11657.738000000001,3991.294,1,-1
11657.738000000001,3991.294,11653.903,3991.5080000000003,1,-1
11653.903,3991.5080000000003,11648.572,3993.235,1,-1
11648.572,3993.235,11651.471,3991.661,1,-1
11651.471,3991.661,11648.366,3994.303,1,-1
11648.366,3994.303,11648.470000000001,3991.4230000000002,1,-1
11648.470000000001,3991.4230000000002,11656.668,3991.402,1,-1
11656.668,3991.402,11665.535,3988.832,1,-1
11665.535,3988.832,11669.163,3985.147,1,-1
11669.163,3985.147,11666.179,3988.372,1,-1
11666.179,3988.372,11660.394,3990.741,1,-1
11660.394,3990.741,11648.502999999999,3991.422,1,-1
11648.502999999999,3991.422,11640.047,3992.5939999999996,1,-1
11640.047,3992.5939999999996,11644.152,3993.2360000000003,1,-1
11644.152,3993.2360000000003,11648.347,3991.954000000001,1,-1
11648.347,3991.954000000001,11650.789,3993.128,1,-1
11650.789,3993.128,11657.156,3990.2630000000004,1,-1
11644.457,3992.157,11640.465,3992.275,10,-1
11640.465,3992.275,11640.043,3991.407,10,-1
11640.043,3991.407,11639.687,3991.1720000000005,10,-1
11639.687,3991.1720000000005,11640.12,3989.888,10,-1
11640.12,3989.888,11640.932999999999,3989.5330000000004,10,-1
11640.932999999999,3989.5330000000004,11641.218,3989.223,10,-1
11641.218,3989.223,11640.158,3988.6780000000003,10,-1
11640.158,3988.6780000000003,11639.248000000001,3988.243,10,-1
11639.248000000001,3988.243,11639.608,3980.1679999999997,10,-1
11639.608,3980.1679999999997,11638.912,3980.0519999999997,10,-1
11638.912,3980.0519999999997,11639.258,3979.053,10,-1
11639.258,3979.053,11638.939999999999,3980.1479999999997,10,-1
11638.939999999999,3980.1479999999997,11639.672,3980.378,10,-1
11639.672,3980.378,11639.295,3985.592000000001,10,-1
11639.295,3985.592000000001,11632.097,3984.8370000000004,10,-1
11632.097,3984.8370000000004,11630.7,3986.2319999999995,10,-1
11630.7,3986.2319999999995,11630.575,3988.3830000000003,10,-1
11630.575,3988.3830000000003,11631.475,3988.6920000000005,10,-1
11631.475,3988.6920000000005,11631.917,3988.307,10,-1
11631.917,3988.307,11633.265,3988.673,10,-1
11633.265,3988.673,11634.251999999999,3988.5620000000004,10,-1
11634.251999999999,3988.5620000000004,11634.296999999999,3986.8250000000003,10,-1
11634.296999999999,3986.8250000000003,11638.158,3986.755,10,-1
11638.158,3986.755,11638.108,3987.7519999999995,10,-1
11638.108,3987.7519999999995,11636.458,3987.8619999999996,10,-1
11636.458,3987.8619999999996,11635.903,3988.7929999999997,10,-1
11635.903,3988.7929999999997,11634.171999999999,3988.7749999999996,10,-1
11634.171999999999,3988.7749999999996,11633.89,3982.113,10,-1
11633.89,3982.113,11634.233,3982.432,10,-1
11634.233,3982.432,11634.427,3982.947,10,-1
11634.427,3982.947,11639.545,3983.1719999999996,10,-1
11639.545,3983.1719999999996,11639.220000000001,3987.9579999999996,10,-1
11639.220000000001,3987.9579999999996,11638.703,3988.22,10,-1
11638.703,3988.22,11639.595,3988.5829999999996,10,-1
11639.595,3988.5829999999996,11640.643,3988.7219999999998,10,-1
11640.643,3988.7219999999998,11640.273000000001,3989.963,10,-1
11640.273000000001,3989.963,11640.015,3991.1969999999997,10,-1
11640.015,3991.1969999999997,11639.673,3991.497,10,-1
11639.673,3991.497,11639.01,3993.177,10,-1
11639.01,3993.177,11638.593,3993.983,10,-1
11638.593,3993.983,11636.922,3994.968,10,-1
11636.922,3994.968,11636.492,3995.63,10,-1
11636.492,3995.63,11636.363,3996.6679999999997,10,-1
11636.363,3996.6679999999997,11635.883,3996.67,10,-1
11635.883,3996.67,11634.845,3996.748,10,-1
11634.845,3996.748,11634.643,3998.5550000000003,10,-1
11634.643,3998.5550000000003,11634.703,3998.458,10,-1
11634.703,3998.458,11634.502999999999,3997.1870000000004,10,-1
11634.502999999999,3997.1870000000004,11634.702,3997.5,10,-1
11634.702,3997.5,11634.789999999999,3993.642,10,-1
11634.789999999999,3993.642,11635.332,3994.325,10,-1
11635.332,3994.325,11637.313,3995.042,10,-1
11637.313,3995.042,11637.045,3999.148,10,-1
11637.045,3999.148,11634.955,4002.035,10,-1
11634.955,4002.035,11640.545,4002.1549999999997,10,-1
11640.545,4002.1549999999997,11640.777,4007.7419999999997,10,-1
11640.777,4007.7419999999997,11640.2,4017.5669999999996,10,-1
11640.2,4017.5669999999996,11640.097,4017.492,10,-1
11640.097,4017.492,11640.768,4007.957,10,-1
11640.768,4007.957,11640.550000000001,4006.957,10,-1
11640.550000000001,4006.957,11640.645,4004.3280000000004,10,-1
11640.645,4004.3280000000004,11641.122,4002.5280000000002,10,-1
11641.122,4002.5280000000002,11640.813,4002.1929999999998,10,-1
11640.813,4002.1929999999998,11640.252,4002.118,10,-1
11640.252,4002.118,11639.905,3998.722,10,-1
11639.905,3998.722,11637.177,3998.702,10,-1
11637.177,3998.702,11637.293,3995.093,10,-1
11637.293,3995.093,11635.128,3994.2970000000005,10,-1
11635.128,3994.2970000000005,11634.962,3991.7099999999996,10,-1
11634.962,3991.7099999999996,11633.317,3991.513,10,-1
11633.317,3991.513,11632.388,3990.9619999999995,10,-1
11632.388,3990.9619999999995,11631.483,3990.712,10,-1
11631.483,3990.712,11631.465,3989.575,10,-1
11631.465,3989.575,11631.07,3990.467,10,-1
11631.07,3990.467,11632.935000000001,3990.645,10,-1
11632.935000000001,3990.645,11632.877999999999,3992.6749999999997,10,-1
11632.877999999999,3992.6749999999997,11633.817000000001,3992.228,10,-1
11633.817000000001,3992.228,11633.872,3992.0319999999997,10,-1
11633.872,3992.0319999999997,11634.688,3992.28,10,-1
11634.688,3992.28,11634.993,3993.652,10,-1
11634.993,3993.652,11635.1,3994.1220000000003,10,-1
11635.1,3994.1220000000003,11634.91,3993.9100000000003,10,-1
11634.91,3993.9100000000003,11635.028,3991.65,10,-1
11635.028,3991.65,11634.853,3991.697,10,-1
11634.853,3991.697,11635.843,3991.9130000000005,10,-1
11635.843,3991.9130000000005,11636.223,3993.9120000000003,10,-1
11636.223,3993.9120000000003,11635.215,3993.905,10,-1
11635.215,3993.905,11632.880000000001,3992.265,10,-1
11632.880000000001,3992.265,11632.689999999999,3990.965,10,-1
11632.689999999999,3990.965,11632.853,3990.9680000000003,10,-1
11632.853,3990.9680000000003,11632.822,3992.687,10,-1
11632.822,3992.687,11634.332,3992.7030000000004,10,-1
11634.332,3992.7030000000004,11634.868,3993.087,10,-1
11634.868,3993.087,11643.758,3993.2479999999996,10,-1
11643.758,3993.2479999999996,11643.747000000001,3993.972,10,-1
11643.747000000001,3993.972,11642.713,3993.85,10,-1
11642.713,3993.85,11642.532,3992.322,10,-1
11642.532,3992.322,11640.457,3992.27,10,-1
11640.457,3992.27,11640.007,3991.39,10,-1
11640.007,3991.39,11640.067000000001,3990.645,10,-1
11640.067000000001,3990.645,11641.837,3990.3849999999998,10,-1
11641.837,3990.3849999999998,11642.140000000001,3990.3579999999997,10,-1
11642.140000000001,3990.3579999999997,11643.008,3989.908,10,-1
11643.008,3989.908,11642.494999999999,3989.6050000000005,10,-1
11642.494999999999,3989.6050000000005,11644.967,3989.195,10,-1
11644.967,3989.195,11644.962,3989.767,10,-1
11644.962,3989.767,11643.868,3989.927,10,-1
11643.868,3989.927,11643.807999999999,3989.6320000000005,10,-1
11643.807999999999,3989.6320000000005,11643.02,3990.045,10,-1
11643.02,3990.045,11643.092,3993.2229999999995,10,-1
11643.092,3993.2229999999995,11643.737000000001,3992.7169999999996,10,-1
11643.737000000001,3992.7169999999996,11643.068,3992.882,10,-1
11643.068,3992.882,11643.938,3992.183,10,-1
11643.938,3992.183,11645.108,3991.6150000000002,10,-1
11645.108,3991.6150000000002,11645.16,3991.8199999999997,10,-1
11645.16,3991.8199999999997,11650.09,3991.458,10,-1
11650.09,3991.458,11648.4,3991.41,10,-1
11648.4,3991.41,11646.345,3991.558,10,-1
11646.345,3991.558,11646.052,3992.212,10,-1
11646.052,3992.212,11645.595,3993.5,10,-1
11645.595,3993.5,11645.505,3993.2470000000003,10,-1
11645.505,3993.2470000000003,11644.423,3993.2780000000002,10,-1
11644.423,3993.2780000000002,11644.37,3993.9950000000003,10,-1
11644.37,3993.9950000000003,11642.6,3994.1749999999997,10,-1
11642.6,3994.1749999999997,11642.557999999999,3992.6099999999997,10,-1
11642.557999999999,3992.6099999999997,11641.963,3992.803,10,-1
11641.963,3992.803,11641.918,3993.2319999999995,10,-1
11641.918,3993.2319999999995,11639.0,3993.1730000000002,10,-1
11639.0,3993.1730000000002,11639.112000000001,3992.7,10,-1
11639.112000000001,3992.7,11639.632,3992.16,10,-1
11639.632,3992.16,11639.893,3991.382,10,-1
11639.893,3991.382,11640.078,3989.933,10,-1
11640.078,3989.933,11640.560000000001,3989.813,10,-1
11640.560000000001,3989.813,11640.355,3989.14,10,-1
11640.355,3989.14,11636.817000000001,3988.767,10,-1
11636.817000000001,3988.767,11636.745,3987.708,10,-1
11636.745,3987.708,11634.748,3987.607,10,-1
11634.748,3987.607,11634.72,3987.637,10,-1
11634.72,3987.637,11636.803,3987.488,10,-1
11636.803,3987.488,11636.445,3986.9370000000004,10,-1
11636.445,3986.9370000000004,11635.773000000001,3987.238,10,-1
11635.773000000001,3987.238,11635.785,3987.677,10,-1
11635.785,3987.677,11636.823,3987.7630000000004,10,-1
11636.823,3987.7630000000004,11637.037,3989.3729999999996,10,-1
11637.037,3989.3729999999996,11636.813,3989.3230000000003,10,-1
11636.813,3989.3230000000003,11636.765,3986.952,10,-1
11636.765,3986.952,11636.822,3986.9480000000003,10,-1
11636.822,3986.9480000000003,11637.385,3987.7380000000003,10,-1
11637.385,3987.7380000000003,11637.773,3988.178,10,-1
11637.773,3988.178,11641.956999999999,3987.1020000000003,10,-1
11641.956999999999,3987.1020000000003,11642.767,3986.9300000000003,10,-1
11642.767,3986.9300000000003,11643.347,3987.267,10,-1
11643.347,3987.267,11642.369999999999,3988.94,10,-1
11642.369999999999,3988.94,11643.335000000001,3989.335,10,-1
11643.335000000001,3989.335,11642.923,3989.918,10,-1
11642.923,3989.918,11643.058,3990.2129999999997,10,-1
11643.058,3990.2129999999997,11642.95,3993.952,10,-1
11642.95,3993.952,11646.013,3994.2520000000004,10,-1
11646.013,3994.2520000000004,11644.925000000001,3994.2320000000004,10,-1
11644.925000000001,3994.2320000000004,11644.422,3993.5519999999997,10,-1
11644.422,3993.5519999999997,11643.744999999999,3993.1780000000003,10,-1
11643.744999999999,3993.1780000000003,11643.403,3992.2870000000003,10,-1
11643.403,3992.2870000000003,11642.277,3992.6749999999997,10,-1
11642.277,3992.6749999999997,11642.592,3992.7219999999998,10,-1
11642.592,3992.7219999999998,11642.695,3993.2400000000002,10,-1
11642.695,3993.2400000000002,11642.242,3993.215,10,-1
11642.242,3993.215,11642.687,3993.228,10,-1
11642.687,3993.228,11634.997,3993.137,10,-1
11634.997,3993.137,11635.335000000001,3993.495,10,-1
11635.335000000001,3993.495,11636.217999999999,3993.088,10,-1
11636.217999999999,3993.088,11637.07,3993.1,10,-1
11637.07,3993.1,11637.218,3992.118,10,-1
11637.218,3992.118,11639.63,3992.182,10,-1
11639.63,3992.182,11639.92,3991.1949999999997,10,-1
11639.92,3991.1949999999997,11640.06,3989.9970000000003,10,-1
11640.06,3989.9970000000003,11641.039999999999,3989.5879999999997,10,-1
11641.039999999999,3989.5879999999997,11641.443,3988.3,10,-1
11641.443,3988.3,11641.222,3985.5879999999997,10,-1
11641.222,3985.5879999999997,11635.872000000001,3985.3319999999994,10,-1
11635.872000000001,3985.3319999999994,11635.858,3984.44,10,-1
11635.858,3984.44,11635.288,3984.0699999999997,10,-1
11635.288,3984.0699999999997,11635.887999999999,3984.4880000000003,10,-1
11635.887999999999,3984.4880000000003,11635.875,3986.763,10,-1
11635.875,3986.763,11636.833,3989.747,10,-1
11636.833,3989.747,11636.828,3992.108,10,-1
11636.828,3992.108,11637.552,3992.105,10,-1
11637.552,3992.105,11637.698,3990.5769999999998,10,-1
11637.698,3990.5769999999998,11643.233,3990.5099999999998,10,-1
11643.233,3990.5099999999998,11642.893,3991.342,10,-1
11642.893,3991.342,11642.52,3992.247,10,-1
11642.52,3992.247,11642.497,3992.355,10,-1
11642.497,3992.355,11640.455,3992.265,10,-1
11640.455,3992.265,11640.037,3990.73,10,-1
11640.037,3990.73,11635.007,3990.705,10,-1
11635.007,3990.705,11634.795,3989.707,10,-1
11634.795,3989.707,11631.525000000001,3989.637000000001,10,-1
11631.525000000001,3989.637000000001,11631.58,3990.9770000000003,10,-1
11631.58,3990.9770000000003,11632.925,3990.8969999999995,10,-1
11632.925,3990.8969999999995,11633.327,3991.688,10,-1
11633.327,3991.688,11635.038,3991.7400000000002,10,-1
11635.038,3991.7400000000002,11635.358,3992.0229999999997,10,-1
11635.358,3992.0229999999997,11635.367,3991.0670000000005,10,-1
11635.367,3991.0670000000005,11635.495,3990.575,10,-1
11635.495,3990.575,11638.54,3990.572,10,-1
11638.54,3990.572,11639.050000000001,3989.867,10,-1
11639.050000000001,3989.867,11642.105,3989.898,10,-1
11642.105,3989.898,11642.189999999999,3989.183,10,-1
11642.189999999999,3989.183,11642.923,3989.068,10,-1
11642.923,3989.068,11641.275,3989.272,10,-1
11641.275,3989.272,11641.182,3989.983,10,-1
11641.182,3989.983,11640.073,3990.2279999999996,10,-1
11640.073,3990.2279999999996,11639.885,3991.36,10,-1
11639.885,3991.36,11639.960000000001,3991.1430000000005,10,-1
11639.960000000001,3991.1430000000005,11640.038,3989.945,10,-1
11640.038,3989.945,11634.923,3989.753,10,-1
11634.923,3989.753,11634.657,3988.845,10,-1
11634.657,3988.845,11633.008,3988.6780000000003,10,-1
11633.008,3988.6780000000003,11632.05,3988.375,10,-1
11632.05,3988.375,11632.308,3990.117,10,-1
11632.308,3990.117,11632.938,3990.79,10,-1
11632.938,3990.79,11633.905,3991.275,10,-1
11633.905,3991.275,11635.003,3991.6800000000003,10,-1
11635.003,3991.6800000000003,11635.313,3990.7580000000003,10,-1
11635.313,3990.7580000000003,11635.697999999999,3991.273,10,-1
11635.697999999999,3991.273,11637.16,3991.353,10,-1
11637.16,3991.353,11637.533000000001,3992.123,10,-1
11637.533000000001,3992.123,11639.632,3992.147,10,-1
11639.632,3992.147,11639.695,3991.377,10,-1
11639.695,3991.377,11639.99,3992.5570000000002,10,-1
11639.99,3992.5570000000002,11640.218,3993.192,10,-1
11640.218,3993.192,11641.092999999999,3992.678,10,-1
11641.092999999999,3992.678,11640.457,3992.282,10,-1
11640.457,3992.282,11640.033,3991.42,10,-1
11640.033,3991.42,11640.663,3989.5670000000005,10,-1
11640.663,3989.5670000000005,11641.258,3989.1800000000003,10,-1
11641.258,3989.1800000000003,11645.502,3989.1620000000003,10,-1
11645.502,3989.1620000000003,11645.367,3986.565,10,-1
11645.367,3986.565,11644.683,3986.147,10,-1
11644.683,3986.147,11647.012999999999,3984.0769999999998,10,-1
11647.012999999999,3984.0769999999998,11646.966999999999,3983.3080000000004,10,-1
11646.966999999999,3983.3080000000004,11646.917000000001,3982.66,10,-1
11646.917000000001,3982.66,11646.58,3983.703,10,-1
11646.58,3983.703,11645.237000000001,3983.533,10,-1
11645.237000000001,3983.533,11644.54,3985.705,10,-1
11644.54,3985.705,11643.903,3985.903,10,-1
11643.903,3985.903,11643.42,3986.4579999999996,10,-1
11643.42,3986.4579999999996,11643.761999999999,3986.985,10,-1
11643.761999999999,3986.985,11643.613000000001,3989.7599999999998,10,-1
11643.613000000001,3989.7599999999998,11643.025,3989.975,10,-1
11643.025,3989.975,11642.528,3994.8250000000003,10,-1
11642.528,3994.8250000000003,11640.233,3994.8120000000004,10,-1
11640.233,3994.8120000000004,11640.113,3997.45,10,-1
11640.113,3997.45,11641.143,3997.058,10,-1
11641.143,3997.058,11639.582,3996.7619999999997,10,-1
11639.582,3996.7619999999997,11638.2,3996.722000000001,10,-1
11638.2,3996.722000000001,11638.805,3997.1400000000003,10,-1
11638.805,3997.1400000000003,11638.828,3998.0469999999996,10,-1
11638.828,3998.0469999999996,11638.845000000001,3998.6330000000003,10,-1
11638.845000000001,3998.6330000000003,11640.137,3998.605,10,-1
11640.137,3998.605,11640.477,4003.138,10,-1
11640.477,4003.138,11641.155,4003.093,10,-1
11641.155,4003.093,11640.813,4002.807,10,-1
11640.813,4002.807,11640.922,4003.878,10,-1
11640.922,4003.878,11641.578,4004.2000000000003,10,-1
11641.578,4004.2000000000003,11641.588,4004.003,10,-1
11641.588,4004.003,11640.59,4004.477,10,-1
11640.59,4004.477,11640.994999999999,4005.6579999999994,10,-1
11640.994999999999,4005.6579999999994,11641.143,4007.275,10,-1
11641.143,4007.275,11641.122,4007.2719999999995,10,-1
11641.122,4007.2719999999995,11640.742,4005.717,10,-1
11640.742,4005.717,11640.137,3999.373,10,-1
11640.137,3999.373,11640.437,3992.5820000000003,10,-1
11640.437,3992.5820000000003,11640.992,3992.283,10,-1
11640.992,3992.283,11641.995,3992.272,10,-1
11641.995,3992.272,11642.019999999999,3991.412,10,-1
11642.019999999999,3991.412,11642.887,3991.1430000000005,10,-1
11642.887,3991.1430000000005,11643.143,3989.838,10,-1
11643.143,3989.838,11643.771999999999,3989.5670000000005,10,-1
11643.771999999999,3989.5670000000005,11643.953000000001,3988.312,10,-1
11643.953000000001,3988.312,11644.475,3988.093,10,-1
11644.475,3988.093,11644.445,3988.0270000000005,10,-1
11644.445,3988.0270000000005,11643.427,3988.325,10,-1
11643.427,3988.325,11643.252,3989.242,10,-1
11643.252,3989.242,11641.463,3989.573,10,-1
11641.463,3989.573,11640.59,3989.598,10,-1
11640.59,3989.598,11640.023,3991.2,10,-1
11640.023,3991.2,11639.825,3990.8,10,-1
11639.825,3990.8,11640.900000000001,3994.533,10,-1
11640.900000000001,3994.533,11639.893,3991.165,10,-1
11639.893,3991.165,11640.022,3993.2000000000003,10,-1
11640.022,3993.2000000000003,11641.962,3993.49,10,-1
11641.962,3993.49,11641.858,3998.21,10,-1
11641.858,3998.21,11642.443,3998.2149999999997,10,-1
11642.443,3998.2149999999997,11641.927,3994.0019999999995,10,-1
11641.927,3994.0019999999995,11642.046999999999,3990.375,10,-1
11642.046999999999,3990.375,11642.985,3990.287,10,-1
11642.985,3990.287,11643.25,3989.643,10,-1
11643.25,3989.643,11642.162999999999,3989.5580000000004,10,-1
11642.162999999999,3989.5580000000004,11643.12,3989.873,10,-1
11643.12,3989.873,11642.873,3993.9230000000002,10,-1
11642.873,3993.9230000000002,11644.414999999999,3993.9570000000003,10,-1
11644.414999999999,3993.9570000000003,11644.303,3993.528,10,-1
11644.303,3993.528,11643.362000000001,3993.4530000000004,10,-1
11643.362000000001,3993.4530000000004,11641.956999999999,3993.168,10,-1
11641.956999999999,3993.168,11641.025,3993.2270000000003,10,-1
11641.025,3993.2270000000003,11637.402,3993.172,10,-1
11637.402,3993.172,11636.902,3994.1049999999996,10,-1
11636.902,3994.1049999999996,11636.492,3995.635,10,-1
11636.492,3995.635,11635.938,3997.125,10,-1
11635.938,3997.125,11635.205,3997.523,10,-1
11635.205,3997.523,11634.828,3997.3419999999996,10,-1
11634.828,3997.3419999999996,11634.858,3993.89,10,-1
11634.858,3993.89,11635.065,3993.9480000000003,10,-1
11635.065,3993.9480000000003,11634.865,3993.952,10,-1
11634.865,3993.952,11635.297,3993.102,10,-1
11635.297,3993.102,11637.348,3993.08,10,-1
11637.348,3993.08,11637.083,3992.275,10,-1
11637.083,3992.275,11634.69,3992.1169999999997,10,-1
11634.69,3992.1169999999997,11635.135,3990.733,10,-1
11635.135,3990.733,11635.66,3991.265,10,-1
11635.66,3991.265,11635.772,3991.283,10,-1
11635.772,3991.283,11636.212,3993.925,10,-1
11636.212,3993.925,11634.385,3994.31,10,-1
11634.385,3994.31,11633.682,3996.09,10,-1
11633.682,3996.09,11634.008,3995.6470000000004,10,-1
11634.008,3995.6470000000004,11634.652,3993.852,10,-1
11634.652,3993.852,11636.628,3993.8450000000003,10,-1
11636.628,3993.8450000000003,11636.722,3993.1330000000003,10,-1
11636.722,3993.1330000000003,11640.255000000001,3993.1620000000003,10,-1
11640.255000000001,3993.1620000000003,11640.492999999999,3991.7369999999996,10,-1
11640.492999999999,3991.7369999999996,11641.157,3991.52,10,-1
11641.157,3991.52,11639.895,3991.1549999999997,10,-1
11639.895,3991.1549999999997,11640.487000000001,3991.7479999999996,10,-1
11640.487000000001,3991.7479999999996,11640.162,3996.067,10,-1
11640.162,3996.067,11640.477,3995.7749999999996,10,-1
11640.477,3995.7749999999996,11642.893,3995.8150000000005,10,-1
11642.893,3995.8150000000005,11642.997,3994.8250000000003,10,-1
11642.997,3994.8250000000003,11643.84,3994.2700000000004,10,-1
11643.84,3994.2700000000004,11642.619999999999,3993.9749999999995,10,-1
11642.619999999999,3993.9749999999995,11641.945,3993.925,10,-1
11641.945,3993.925,11641.632,3992.6650000000004,10,-1
11641.632,3992.6650000000004,11641.097,3992.5719999999997,10,-1
11641.097,3992.5719999999997,11642.792,3992.2400000000002,10,-1
11642.792,3992.2400000000002,11643.097,3989.855,10,-1
11643.097,3989.855,11643.761999999999,3989.607,10,-1
11643.761999999999,3989.607,11643.867,3988.312,10,-1
11643.867,3988.312,11645.952,3985.962,10,-1
11645.952,3985.962,11644.55,3985.685,10,-1
11644.55,3985.685,11644.728000000001,3985.18,10,-1
11644.728000000001,3985.18,11643.272,3985.283,10,-1
11643.272,3985.283,11642.66,3985.7419999999997,10,-1
11642.66,3985.7419999999997,11640.789999999999,3985.4,10,-1
11640.789999999999,3985.4,11640.818,3985.548,10,-1
11640.818,3985.548,11641.598,3985.6450000000004,10,-1
11641.598,3985.6450000000004,11641.482,3988.232,10,-1
11641.482,3988.232,11642.467,3988.7970000000005,10,-1
11642.467,3988.7970000000005,11642.21,3989.2200000000003,10,-1
11642.21,3989.2200000000003,11644.988,3989.5580000000004,10,-1
11644.988,3989.5580000000004,11643.865,3989.927,10,-1
11643.865,3989.927,11643.895,3989.23,10,-1
11643.895,3989.23,11645.562,3989.23,10,-1
11645.562,3989.23,11645.345000000001,3990.468,10,-1
11645.345000000001,3990.468,11642.972,3990.472000000001,10,-1
11642.972,3990.472000000001,11642.693,3992.28,10,-1
11642.693,3992.28,11642.277,3992.6319999999996,10,-1
11642.277,3992.6319999999996,11642.783,3992.6000000000004,10,-1
11642.783,3992.6000000000004,11642.947,3992.303,10,-1
11642.947,3992.303,11643.967999999999,3991.888,10,-1
11643.967999999999,3991.888,11644.072,3991.1900000000005,10,-1
11644.072,3991.1900000000005,11644.547,3990.455,10,-1
11644.547,3990.455,11644.992999999999,3990.692,10,-1
11644.992999999999,3990.692,11647.172,3990.685,10,-1
11647.172,3990.685,11647.485,3991.41,10,-1
11647.485,3991.41,11647.182999999999,3991.395,10,-1
11647.182999999999,3991.395,11646.812,3990.715,10,-1
11646.812,3990.715,11645.533,3990.665,10,-1
11645.533,3990.665,11645.205,3989.763,10,-1
11645.205,3989.763,11645.527,3989.765,10,-1
11645.527,3989.765,11645.622,3990.592,10,-1
11645.622,3990.592,11652.092,3990.83,10,-1
11652.092,3990.83,11652.142,3991.598,10,-1
11652.142,3991.598,11654.789999999999,3991.483,10,-1
11654.789999999999,3991.483,11655.242,3991.935,10,-1
11655.242,3991.935,11654.775,3991.513,10,-1
11654.775,3991.513,11646.232,3991.56,10,-1
11646.232,3991.56,11639.47,3996.75,10,-1
11639.47,3996.75,11635.942,3996.697,10,-1
11635.942,3996.697,11635.585000000001,3998.0299999999997,10,-1
11635.585000000001,3998.0299999999997,11637.415,3997.8769999999995,10,-1
11637.415,3997.8769999999995,11637.533000000001,3998.612,10,-1
11637.533000000001,3998.612,11640.137,3998.7070000000003,10,-1
11640.137,3998.7070000000003,11640.077,3997.397,10,-1
11640.077,3997.397,11639.557999999999,3997.087,10,-1
11639.557999999999,3997.087,11638.83,3996.722000000001,10,-1
